sample,tissue,umap1,umap2,kmeans,physiotype,plate,case_id
962d56c6-0e10-4b55-9c4d-dbb89c983d74.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.004163,7.6850023,1,3,2039,TCGA-78-7155
96780e00-b519-4bec-a49b-c2cc2d19a744.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.4066746,9.325243,0,1,1949,TCGA-55-6981
96f7dff7-660b-4700-88b3-6479ad02f20c.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.249579,4.827574,1,1,0946,TCGA-55-1594
978fb63c-dae9-4037-81c9-598e87341931.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.79385,8.96246,1,1,1206,TCGA-38-4627
981bfd73-1d4c-47c0-870a-b9a6300858dc.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.912892,6.029846,1,2,1858,TCGA-05-4415
98a4b8cc-fd54-454c-adcd-6fe9ae159a3b.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.5614023,10.610591,0,1,2039,TCGA-55-7283
98d020b1-0467-4131-a3cc-64d288d0e9e7.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.868006,8.001047,1,1,2039,TCGA-38-7271
98f4637a-4953-4f52-b90a-c768d005a3e7.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.5106535,10.731757,0,3,2287,TCGA-97-8171
98f9eaa2-866f-4223-ad25-f93020214b4e.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.8665981,7.5926204,1,2,2241,TCGA-55-8205
99c5c1c4-851a-42a4-b5a2-dd9da2959343.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.3767207,8.274513,1,1,1628,TCGA-75-5147
9a0910ce-634b-47b6-a63c-caaf219e0b55.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.61603,4.183021,1,1,2241,TCGA-J2-8194
9a54be5e-6201-4beb-9689-289b9849756e.rna_seq.augmented_star_gene_counts.tsv,Tumor,-4.845112,8.388691,2,3,A278,TCGA-44-2668
9a5e0fa6-a785-4d8e-bca5-43e02a3965bf.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.4094738,8.103103,1,1,1755,TCGA-44-6147
9aa5eb7d-1d54-47f6-aeeb-59be4880f004.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.6029422,8.469006,1,1,2287,TCGA-86-8280
9aba4243-1817-4f5f-8e9d-66da98229246.rna_seq.augmented_star_gene_counts.tsv,Tumor,-4.644399,8.478293,2,3,A278,TCGA-44-4112
9b4a912b-c42b-4a3a-8723-58b4dcb85949.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.6128093,8.180816,1,1,2066,TCGA-53-7626
9ba0ff4b-4276-45ee-a543-a2e837777923.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.7168992,4.577444,1,3,1628,TCGA-55-5899
9bfd464b-419a-43c0-929a-c1d219713a6f.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.1332674,10.9412985,0,1,1206,TCGA-38-4626
9c36a1ac-944e-49d4-888c-bfffc20a4ba6.rna_seq.augmented_star_gene_counts.tsv,Normal,6.7177505,12.450332,0,2,1858,TCGA-44-6147
9c92bdc5-8b9b-4843-82a4-2fa6ee4d40a3.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.0547283,3.9781814,1,1,1206,TCGA-05-4420
9ce317be-70dc-4dd2-86b5-e6f79be6f10b.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.9303107,10.740063,0,2,A262,TCGA-O1-A52J
9d2f9191-338e-49ea-a887-a808cdf2703f.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.1620715,4.729046,1,1,2039,TCGA-78-7153
9d305ba3-6558-42ed-959c-4182de1c8ebb.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.8844676,8.484824,1,1,2187,TCGA-73-7499
9e504ab4-85a0-465d-be52-0c28ed83e5f8.rna_seq.augmented_star_gene_counts.tsv,Tumor,-4.6183715,8.259361,2,2,A278,TCGA-44-5645
9ebc079c-069f-4468-8b9e-680e39a3c4ad.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.093579,7.439696,1,2,1206,TCGA-38-4629
9ef1e12b-70d8-482c-b75f-6c69afd6e2ff.rna_seq.augmented_star_gene_counts.tsv,Normal,6.3113523,12.787059,0,2,1858,TCGA-91-6835
9f030a01-eef7-4885-8edc-316fe88860d7.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.8509308,3.9721763,1,1,2039,TCGA-78-7159
9f4c2cc8-8675-43be-98bb-004c45ba5a51.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.4227824,5.081236,1,1,2170,TCGA-91-7771
9f938aa7-9fc1-4893-aee4-15ab668b9260.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.087382,10.180789,0,2,2241,TCGA-55-8207
9f97863a-5019-41de-a095-dd20c4d55e02.rna_seq.augmented_star_gene_counts.tsv,Tumor,-4.7739487,8.405675,2,2,A277,TCGA-44-2656
9fde5e1d-5b86-411d-b194-3eb3c6305ebd.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.7944894,7.4692826,1,1,A24X,TCGA-MP-A4TK
a0c9ebdf-951b-4d8d-aa79-3ff1c82342cd.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.7333262,9.15927,1,1,2066,TCGA-44-7659
a0ead79b-f99c-46d1-a092-4cb98291bdcc.rna_seq.augmented_star_gene_counts.tsv,Tumor,-4.714006,8.446396,2,1,A277,TCGA-44-6775
a126e83e-3907-487d-901a-4cfb91d5807a.rna_seq.augmented_star_gene_counts.tsv,Normal,7.2494216,13.114012,0,2,1858,TCGA-44-6777
a27393cf-e1e1-427f-9a96-40e2ab1af0d1.rna_seq.augmented_star_gene_counts.tsv,Normal,6.162705,12.568397,0,2,1858,TCGA-91-6829
a3069465-cb5b-43ef-aad9-73af4534b795.rna_seq.augmented_star_gene_counts.tsv,Normal,6.7039723,12.6487255,0,2,1858,TCGA-49-4490
a308a190-de5d-401c-a030-e089cb6d39db.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.5047836,4.2450886,1,1,0946,TCGA-35-3615
a43440a1-25e9-4841-8cc0-b5c5ebc4a8b7.rna_seq.augmented_star_gene_counts.tsv,Normal,7.1639543,12.966885,0,2,1949,TCGA-55-6980
a4a57e8f-cf4f-4322-b7fe-2336a58cd50f.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.7910551,4.146517,1,1,2170,TCGA-86-7701
a4f3f3fa-b161-402b-bc1a-1dddd6be8097.rna_seq.augmented_star_gene_counts.tsv,Tumor,6.136473,12.788224,0,1,2403,TCGA-55-8512
a585711d-48a4-45bd-bb45-f9d2a7717af0.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.659089,4.0865245,1,2,A24H,TCGA-55-A492
a5f6ddd7-f795-4920-b714-ed86942953e3.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.790515,9.387914,0,1,2287,TCGA-97-8175
a6a6b9c6-9db7-42b3-a09f-770b7e126fbb.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.0085616,7.0969687,1,2,1628,TCGA-35-5375
a6a841ae-f63f-45ab-9a17-2288e12a9577.rna_seq.augmented_star_gene_counts.tsv,Tumor,-0.42981514,7.272691,1,1,1858,TCGA-05-4433
a6caa89b-29fc-46cf-8d6b-a6c0241be6d7.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.3045444,7.131502,1,2,2287,TCGA-55-8301
a7517dae-ab9e-42eb-a512-eb0ca6f89166.rna_seq.augmented_star_gene_counts.tsv,Normal,6.333536,12.010283,0,3,1949,TCGA-55-6981
a787801a-cb3f-4a1f-b14c-ed8f2bfd6028.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.1391475,9.62081,0,2,1755,TCGA-75-6212
a7c58df0-fffc-4a80-85c4-2dab24b2edc2.rna_seq.augmented_star_gene_counts.tsv,Tumor,0.40068445,7.715556,1,1,2039,TCGA-97-7552
a84ef848-a790-4e90-96b4-45b24c3aaaf4.rna_seq.augmented_star_gene_counts.tsv,Normal,6.917277,12.2722645,0,3,1628,TCGA-50-5939
a8d269f5-ebc9-4b2a-9cd9-7019204a246f.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.015277,5.203,1,1,2287,TCGA-93-8067
a9a12604-5100-4e45-b7f8-7e7c0d02a139.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.9651625,4.7545757,1,1,2066,TCGA-78-7162
aa0b2722-97db-4b5a-9a56-213f63255097.rna_seq.augmented_star_gene_counts.tsv,Tumor,0.43311784,7.792706,1,1,2287,TCGA-69-8254
aa2d6144-50d3-4096-9ecf-3cc0ceac7f41.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.5389767,7.6974697,1,1,1628,TCGA-50-5045
aa305f5b-4c1d-4bc7-81d5-b2b999b327af.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.1970127,7.469794,1,2,2039,TCGA-97-7554
aa764c7d-2e26-4e8c-94d3-870772bad93f.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.4726756,7.8198004,1,2,A466,TCGA-55-A490
aa85d7ef-5884-4eb4-a78b-3023d2e01a8b.rna_seq.augmented_star_gene_counts.tsv,Normal,7.267406,12.888901,0,2,1949,TCGA-55-6968
aab7b2a0-4181-4556-b1a8-28d31f98a43c.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.2218618,4.088649,1,1,A466,TCGA-MP-A4TE
aac03db2-1e90-4c0e-9094-4df06abeb84d.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.6447079,4.163934,1,1,2403,TCGA-55-8508
aae80a97-730b-4180-93de-56ddbb262419.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.3053238,8.826513,1,1,1206,TCGA-05-4430
ab0a7727-00ee-40fa-b5f5-a69234473e4a.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.5652627,9.150647,1,1,1755,TCGA-50-5942
ab589a7b-7cc9-4257-8fd7-241d2e3658da.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.6008717,8.137411,1,1,1107,TCGA-44-2657
acbeca74-24ec-4e54-98e6-d3f59475dde9.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.2928877,9.931103,0,2,2039,TCGA-55-7281
ad3180d3-8ae4-4446-9292-dd0c464b03c9.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.6277273,8.547044,1,1,2090,TCGA-50-5066
ad73d464-c21b-4d07-9f89-a322f9366f1c.rna_seq.augmented_star_gene_counts.tsv,Normal,6.202294,12.704013,0,2,1949,TCGA-55-6978
aea4fa60-a890-453e-8ba6-6f4f3d5ed084.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.700866,6.2231135,1,1,1206,TCGA-73-4670
aec36454-d9a1-4d51-90c6-561f219b6aee.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.8347081,9.57412,1,1,2241,TCGA-55-8206
aeea81c2-afda-410d-a0bb-955e7cddda09.rna_seq.augmented_star_gene_counts.tsv,Tumor,0.32995087,7.6642904,1,1,A24H,TCGA-38-A44F
aefc9460-27d4-4d7f-8167-baa2a80935b7.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.108419,4.067433,1,1,1949,TCGA-75-7031
af276b15-2dc4-4724-bbf5-1be8224b7f73.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.4821205,7.5945716,1,1,2170,TCGA-55-7724
af407c3f-2dad-4fb9-850e-4a79b361589b.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.287636,5.1263976,1,3,1949,TCGA-55-6968
af649713-fb41-496a-a94b-3691d202c1c8.rna_seq.augmented_star_gene_counts.tsv,Tumor,-4.7417483,8.3913355,2,3,A278,TCGA-44-2665
afccc865-1d58-475d-b85c-0d7eca330b0e.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.103721,10.074862,0,2,2170,TCGA-86-7714
b0747254-d7fd-4ec9-96b1-d132540c4b46.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.639144,9.986524,0,2,2403,TCGA-55-8514
b1d9364c-d703-4884-b96d-20d8084040a8.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.747255,4.1325593,1,2,0946,TCGA-64-1678
b277d25a-5485-465a-bef3-db30dc75caa8.rna_seq.augmented_star_gene_counts.tsv,Normal,6.7403755,12.513231,0,2,1858,TCGA-49-6744
b307f8c5-d21f-42ae-9771-07126d58999e.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.3848176,7.77017,1,1,0946,TCGA-44-2656
b3c9ca27-6b77-4abd-92d5-45d48d34ba42.rna_seq.augmented_star_gene_counts.tsv,Normal,6.074439,12.355034,0,2,1858,TCGA-91-6828
b3f38fc5-d1e6-4fd9-bd36-b413a3ac850e.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.209072,5.1086936,1,1,1206,TCGA-05-4422
b4a1a796-8bce-4b44-b4ed-fd7bf4c81b3b.rna_seq.augmented_star_gene_counts.tsv,Tumor,6.0802736,12.637771,0,1,A24X,TCGA-93-A4JP
b4dff9fc-6dab-42bc-8d32-7143e0d94043.rna_seq.augmented_star_gene_counts.tsv,Normal,6.340874,12.804504,0,2,1858,TCGA-44-6148
b556d35a-4855-4e56-9e02-5fc939722169.rna_seq.augmented_star_gene_counts.tsv,Tumor,-4.653527,8.488079,2,1,A278,TCGA-44-2656
b573a788-d117-48b0-9cab-c4ecbde82706.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.4967597,4.1769614,1,1,1949,TCGA-55-6983
b57cc3e6-9017-48b7-9de9-74fe57d9bf6d.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.1643765,6.051209,1,1,1949,TCGA-55-6987
b5909b96-7ef6-497a-802e-11805dc7ded7.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.2219973,8.069597,0,3,1628,TCGA-64-5775
b5cadc0c-3088-4f81-9561-902c8ca44c2d.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.0120518,9.437429,1,1,A24H,TCGA-J2-A4AE
b603c2a6-4366-415a-871e-5949a2a8a4b6.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.3911424,7.8711686,1,1,2403,TCGA-55-8621
b6ddcda9-dad4-4e70-b12a-db197a496713.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.7154931,9.298362,1,1,1949,TCGA-75-7025
b6e9752c-ad52-457d-a37c-78ffb7ddc520.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.4754655,4.979754,1,2,2066,TCGA-78-7537
b70dcd97-e1e4-417c-a05f-b37acdde6684.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.234154,9.000061,0,3,2326,TCGA-95-8494
b71b334c-768e-46f6-bc7e-c95a11f44f03.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.601411,9.540513,0,2,2170,TCGA-55-7903
b7837fd0-426f-49dd-9de0-4e648b78f896.rna_seq.augmented_star_gene_counts.tsv,Normal,6.710846,12.100972,0,3,1858,TCGA-50-5931
b7f29b8c-08a8-4781-ba33-5a7b6b02ad23.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.3637588,6.7534103,1,2,A262,TCGA-NJ-A4YQ
b7f9da49-2a09-4f32-af6c-980ccf75250b.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.3288542,8.206346,1,1,2039,TCGA-93-7348
b8ae4b22-83b8-4cbf-9d3c-49092b7e0903.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.092241,3.9520783,1,1,2241,TCGA-86-8054
b8e8f06f-a5a9-4d16-b39f-585dcee31087.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.4966235,4.374381,1,1,0946,TCGA-44-2655
b95a1889-2ef5-4da3-b5e9-14b678c4d71a.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.8794794,5.662373,1,1,1628,TCGA-50-5936
b99ff949-1922-4948-8d02-2ef2aa3dfb3b.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.7544025,3.914006,1,1,2039,TCGA-50-7109
bae79640-8273-42a2-913e-3d29e00ccc4f.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.5446208,8.893871,0,1,1755,TCGA-49-4488
bbb551fa-5173-4987-8de4-d596bf56897a.rna_seq.augmented_star_gene_counts.tsv,Normal,7.0663733,12.478663,0,3,1755,TCGA-50-5930
bc037eb7-5afa-4730-b896-23bf21a31641.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.0520616,7.6190066,1,3,1206,TCGA-38-4630
bc46dd0e-3136-4d9b-8fc3-dee56d6e39cf.rna_seq.augmented_star_gene_counts.tsv,Normal,6.3916016,12.637866,0,2,1758,TCGA-38-4625
bc8b6dee-0f79-492f-85e1-c1a09d6f9680.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.2521293,9.342314,0,1,2403,TCGA-78-8655
bcb20e91-2931-4694-8268-686aee414fe7.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.9942117,7.862541,1,1,1755,TCGA-75-5125
bcc5593d-3d16-4d6f-a1b9-854423ede69e.rna_seq.augmented_star_gene_counts.tsv,Normal,6.576054,12.853075,0,2,1858,TCGA-49-6742
bd1e3dcd-31c4-4f7f-8e99-9ad0d1050294.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.5457864,3.9611402,1,1,2066,TCGA-78-7167
bd84bab3-4614-4806-bfd1-dab3fca9d6fa.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.133595,6.6407824,1,1,2403,TCGA-86-8585
be000bb2-fe39-4153-b000-df89033d412a.rna_seq.augmented_star_gene_counts.tsv,Normal,6.670422,12.568924,0,2,1758,TCGA-38-4627
be547f27-5157-4947-ad2a-c9d006dedabd.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.0592046,5.3846474,1,1,2066,TCGA-44-7670
bfab8eeb-df99-4e79-a6f3-50915c18fc6c.rna_seq.augmented_star_gene_counts.tsv,Normal,6.2963614,11.843358,0,3,1755,TCGA-44-6144
c16f63fb-a468-48e8-b679-6e26b8457530.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.4044197,9.736536,0,1,2170,TCGA-97-7938
c18d9cb5-17ca-4c49-bd72-4b4c6184fba3.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.7504883,9.39354,0,1,A24H,TCGA-62-A472
c208cf0f-3922-4159-a7dd-76dccf9ff396.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.857187,9.377485,0,1,1755,TCGA-67-6216
c29e5bb3-860d-4f1f-b27d-ae5b9d8c4208.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.823405,7.769797,1,2,1628,TCGA-44-5643
c2c5b3f8-abe2-4112-9ddd-70056f268137.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.766254,7.7763004,1,1,2326,TCGA-62-8399
c36d8349-6af1-4583-818d-cd3742ea97a7.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.276347,8.33986,1,2,1755,TCGA-50-5946
c4115468-0566-49e2-a86f-9c7faf6388f5.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.278514,6.312264,1,2,2187,TCGA-86-7955
c41a2347-8277-494e-90c6-f1918223388b.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.9605412,8.787012,1,1,1755,TCGA-86-6562
c45c7b03-a317-4dac-ba0f-19989348cae3.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.4983022,6.555013,1,1,2241,TCGA-55-8208
c55c7a04-580b-43e3-b138-f83bd3003875.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.2439907,7.9772205,1,1,2039,TCGA-97-7553
c63de407-f025-4939-9633-6550724be88c.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.1124177,6.75033,1,3,1858,TCGA-44-6779
c649e0cf-b787-4d0c-bab6-d81f7e491b15.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.1014695,7.61178,1,2,1755,TCGA-75-5122
c6acc762-3909-4cc0-91c7-f66bc3f0e667.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.9320297,6.454513,1,2,1206,TCGA-49-4507
c6b74844-5140-4c2e-b13d-fc50c2f2e9f1.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.226255,10.173678,0,1,A262,TCGA-NJ-A4YG
c6bc9e5e-4116-4179-9a22-b75fc6bea73e.rna_seq.augmented_star_gene_counts.tsv,Normal,6.188784,11.953141,0,3,1858,TCGA-49-6745
c6bf25d8-abea-411f-bb80-6e6fefb82757.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.3063982,3.9145532,1,1,2403,TCGA-55-8615
c6dd2eb6-2297-4dc0-8cae-c7a6b733a1c2.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.5017335,7.007316,1,2,1628,TCGA-50-5066
c6fcbf56-bc49-43eb-981a-ef032465a7ce.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.57277,4.2437844,1,1,2326,TCGA-86-8359
c7fd0bf8-753e-45d6-b987-51ec7559f728.rna_seq.augmented_star_gene_counts.tsv,Normal,6.9026055,12.648242,0,2,1758,TCGA-44-2668
c812eb06-bd41-4919-8f6d-9ade00654a4c.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.018753,4.007723,1,2,A24H,TCGA-86-A4D0
c8bfb715-4c7a-4e3e-baa2-bc842d80654b.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.5002637,10.834424,0,1,2403,TCGA-97-8552
c8e5ea6c-c6b1-4807-8d9f-b2e96154a1eb.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.837489,5.130827,1,1,2170,TCGA-69-7763
c9494f0c-d6df-4dc9-a174-dfd53f121ee8.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.4566,4.119461,1,2,1206,TCGA-73-4675
c9d8385a-9f73-48f9-bca4-1c0647881bfd.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.112833,7.618441,1,2,1755,TCGA-50-5931
ca927d21-e459-469e-9655-c214b34447f7.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.7406602,4.974879,1,1,0946,TCGA-67-3774
cb3c7090-d221-4c88-896f-6199118ae5d2.rna_seq.augmented_star_gene_counts.tsv,Normal,6.19821,11.9169445,0,3,1858,TCGA-44-6776
cbdf1edd-a8c9-4fc8-88ee-928f01abae34.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.5009866,8.0300455,1,1,2287,TCGA-55-8299
cbf298e2-94bb-48c9-ae07-408081055497.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.9199138,3.921425,1,1,1858,TCGA-50-5051
cbfa6fea-3a77-4d0f-ab15-12307d08055a.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.0158806,5.550967,1,1,1949,TCGA-75-7027
cc1646da-11b3-40c7-b35e-1206f4517b36.rna_seq.augmented_star_gene_counts.tsv,Tumor,-4.5226016,8.431137,2,2,A278,TCGA-44-2666
cd271741-c470-4f57-9873-635fef14f902.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.194006,8.326214,1,2,0946,TCGA-64-1676
ce68bb71-4052-499c-bf2e-81d9c0dafc9b.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.1570706,7.3049297,1,2,1206,TCGA-05-4397
ce9e3b71-b907-4c30-bbc9-fd929a6df15b.rna_seq.augmented_star_gene_counts.tsv,Normal,7.2156444,12.792913,0,2,1949,TCGA-55-6975
d03bc7a9-49d4-48f4-8a3a-00197325cde2.rna_seq.augmented_star_gene_counts.tsv,Normal,6.5311313,12.942229,0,1,1758,TCGA-44-3396
d067f93b-7182-4a34-ba8e-be73589b7420.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.297937,7.0015416,1,3,1949,TCGA-95-7043
d0966b4b-6c70-41f6-a220-4bf8be955366.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.1236923,9.645428,0,1,2187,TCGA-86-7954
d0f1d923-1014-4a12-824b-9939fd75f9b1.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.224482,8.181596,0,3,1858,TCGA-49-6767
d1b10396-1656-4963-8fd0-7d7368c24dd2.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.219609,4.5763736,1,1,2187,TCGA-73-7498
d1eba37d-0b00-47f4-a7c8-d2e80ec3e27b.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.7365794,9.742438,0,2,2170,TCGA-97-7937
d20f5121-5e33-4b35-8cdf-df2eb51a099d.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.9362233,6.522864,1,1,1858,TCGA-05-4424
d21d91e9-6e19-4c5f-aa2e-cdd41d98e542.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.9514377,8.4204,1,2,1858,TCGA-91-6829
d2bf5f92-08f4-492e-96c2-399262f96828.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.7098432,7.8805957,1,2,1858,TCGA-05-4427
d34f0d3c-a058-4569-a8c8-380ada182e76.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.106387,7.5793686,1,2,1949,TCGA-55-6978
d38959c4-8069-4963-8eca-0c66699df9a7.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.806142,4.927826,1,1,2287,TCGA-97-8174
d3c4d6a0-ae8f-416d-93b5-2f7143f0f857.rna_seq.augmented_star_gene_counts.tsv,Normal,6.2562294,11.796855,0,3,1949,TCGA-49-6761
d3c861af-cfe9-4d9f-bc76-a8a45b72df43.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.1518435,7.9312143,1,1,1858,TCGA-05-4410
d3ebb2ea-10db-4c29-8e7c-7c13b23b5b15.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.0405555,6.1269245,1,2,A24H,TCGA-62-A46O
d4422306-b68c-4687-9131-02a60a2d4c42.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.9948423,3.9157712,1,1,1206,TCGA-73-4659
d4db8bd3-6f2f-4c34-a4a7-1e23342e62b5.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.1735997,9.351206,0,2,A24H,TCGA-62-A46R
d53203c7-5070-455b-aec3-ce01f32186de.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.4127815,6.0989,1,1,0946,TCGA-67-3771
d5388d2a-976f-4f08-80c2-14bbf4ccc753.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.157786,7.1589894,1,2,1628,TCGA-80-5611
d6662ab3-af1a-4e7e-a907-111e4241713b.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.2151875,6.1867433,1,2,2241,TCGA-55-8092
d6e945f2-4a94-48ab-9ba0-d4f0ee2fb262.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.836013,9.503387,1,2,1628,TCGA-44-5645
d7339ba2-0cc2-40b7-9dbe-f8f3366b20d9.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.63993,7.904858,1,1,A24X,TCGA-MP-A4SV
d737cd97-619a-4fc3-9ae2-87e1f4b19beb.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.506598,4.269576,1,1,A24H,TCGA-44-A479
d7c787e0-6416-4724-8954-85467906f90d.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.633274,4.2822633,1,2,1858,TCGA-55-6642
d832db0a-348f-4e28-953a-741192fe0826.rna_seq.augmented_star_gene_counts.tsv,Tumor,-4.286873,8.227762,2,2,A278,TCGA-44-6146
d94a4acc-1345-4cdb-b1e0-0b9c1afc593c.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.5101832,8.800072,1,1,2326,TCGA-50-8460
da046621-2982-42dc-b54d-6c875ecb5368.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.6974833,8.492119,1,1,A24X,TCGA-55-A48Z
da145aec-4391-4fce-b5d0-bf91065b765e.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.2182348,6.5712495,1,2,2403,TCGA-78-8640
